UserID,List Recommendation
41,"['Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Cosmos Hotel Danang', 'Sandy Hotel & Apartment', 'A9 Beach Hotel Da Nang', 'Dolphin Hotel and Apartment', 'G8 Luxury Hotel Da Nang', 'Prince Hotel Da Nang', 'The Sail Hotel - My Khe Beach', 'Leaf Beachfront Hotel Da Nang', 'Robin Hotel Danang', 'Nesta Hotel Da Nang', 'Prague Da Nang Beach Hotel', 'Grand Ocean Luxury Boutique - Infinity Rooftop Pool', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Balcona Hotel Da Nang', 'Sunview Beach Hotel Danang', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Merry Land Hotel Da Nang', 'Zone 5 Boutique Hotel', 'Century Hotel Da Nang', 'Monalisa Luxury Hotel', 'Kamala Hotel & Apartment Da Nang', 'Estrella Boutique Hotel', 'The Dream Beach Hotel Danang', 'Quoc Thien Hotel Da Nang']"
42,"['THIEN AN GUEST HOUSE', 'Torino Hotel Dalat', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Moc Tra Hotel', 'Dalat ECO Hotel 2', 'LE PHUONG Dalat', 'Hanah Hotel Dalat', 'ARTIS Hotel Da Lat', 'Thanh Hùng Dalat Hotel', 'Dalat Paradise Hotel', 'Lasol Boutique Hotel', 'TTR Midtown View Hotel', 'Quang Minh Dalat Hotel', '688 Hotel Đà Lạt', 'Cattleya', 'Moc Thach Hostel Dalat', 'Dalat Eco Hotel', 'The Note Dalat', 'Thanh Do Hotel', 'Phu Tho Da Lat Hotel', 'Khách Sạn Lối Về Đà Lạt', 'Dalat Luxury Hotel', 'HOÀNG DIỆU DALAT', 'Vanilla Dalat Hotel', 'Dalat Memory Inn']"
46,"['Nguyen Gia Hotel', 'Cavilla Boutique Hotel & Apartment Da Nang', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Daisy Boutique Hotel', 'Prague Da Nang Beach Hotel', 'The Sail Hotel - My Khe Beach', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Seashore Hotel & Apartment', 'Tan Phuong Nam Hotel & Apartment', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Rosabella Boutique Hotel', 'Nesta Hotel Da Nang', 'Monalisa Luxury Hotel', 'Estrella Boutique Hotel', 'Thè HEM Hotel and Apartment', 'Hotel Del Luna Boutique', 'Capecia Danang Hotel and Apartment', 'Merry Land Hotel Da Nang', 'Sunview Beach Hotel Danang', 'Leaf Beachfront Hotel Da Nang', 'Ritzy Boutique Hotel Da Nang Beach', 'Kamala Hotel & Apartment Da Nang', 'Grand Sunrise Boutique Hotel', 'Bella Merry Hotel - 100m To The Beach']"
47,"['La Nueva Boutique Hotel Hanoi & Spa', 'Bella Premier Hotel & Rooftop Skybar', 'The Chi Boutique Hotel', 'Solaria Hanoi Hotel', 'The Flower Boutique Hotel & Travel', 'Paragon Noi bai Hotel & Pool', 'Hanoi Boutique Hotel & Spa', 'Hanoi Media Hotel & Spa', 'HOTEL du LAC Hanoi', 'Splendid Star Boutique Hotel', 'Imperial Hotel & Spa', 'Hanoi Central Hotel & Residences', 'Aira Boutique Hanoi Hotel & Spa', 'Silk Path Boutique Hanoi', 'Hanoi Center Silk Premium Hotel & Spa & Travel', 'GRAND CITITEL Hanoi Hotel & Spa', 'MAY DE VILLE Lakeside Hotel', 'Grande Collection Hotel & Spa', ""H Hôtel L'Art Hanoi"", 'Embrace Boutique Hanoi Hotel', 'The Oriental Jade Hotel', 'Hanoi Solis Hotel', 'Conifer Boutique Hotel', 'Hanoi de Garden Boutique Hotel & Spa', 'HOTEL du LAC SIGNATURE']"
48,"['Sunrise Nha Trang Beach Hotel & Spa', 'Anrizon Hotel Nha Trang', 'Adamas Boutique Hotel Nha Trang', 'Ocean Front Villa Nha Trang', 'Azura Gold Hotel & Apartment', 'Seahome Beachfront Apartment - Mường Thanh Viễn Triều Nha Trang', 'The Empyrean Nha Trang', 'Ivy Hotel Nha Trang', 'Hyatt Regency Nha Trang', 'La Casa Nha Trang - GoldCoast Tower, Yellow-Amber-Beach & Lotte Mall', 'Glory Nha Trang Hotel', 'Ha Nhung Hotel Nha Trang', 'Goldcoast Premium Beachfront Apartment Nha Trang', 'Gold Coast Apartment Nha Trang - Man Ocean', 'Sky Beach Panorama Nha Trang', 'Nha Trang Wonderland Hotel', 'Pavillon Boutique Hotel & Apartment Nha Trang', 'Beachfront Hon Chong Nha Trang Apartment', 'Shoho Hotel Nha Trang', 'LYN Premier Studio Panorama Nha Trang', 'Imperial Nha Trang', 'Panorama Sunshine Nha Trang', 'Emerald Bay Hotel & Spa Nha Trang', 'The Gold Coast Hotel Nha Trang', 'Arima Hotel Nha Trang Beach by HC Group']"
49,"['Ana Mandara Villas Dalat Resort & Spa', 'Hoang Vu Guest House', 'Gia Pham Hotel', 'Silent Night Dem Lanh Hotel', 'Pretty Backpackers House', 'Nature Hotel - Luong The Vinh', 'Dalat ECO Hotel 2', 'Dalat Eco Hotel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat Luxury Hotel', 'LE PHUONG Dalat', 'Mia House Dalat', 'Carita Hotel', 'Hanah Hotel Dalat', 'ARTIS Hotel Da Lat', 'Bống Stay', 'Thanh Do Hotel', 'My Anh Guest House', 'Dalat Palace Heritage Hotel', 'Cattleya', 'TALA Dalat Hotel', 'Lightning House 2', 'Lacami Dalat Hotel', 'Phuong Anh Hotel', 'ALEX HOTEL Peony']"
50,"['Cattleya', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', '688 Hotel Đà Lạt', 'TALA Dalat Hotel', 'Dalat Luxury Hotel', 'Nhà Sói Homestay Da Lat', 'Mia House Dalat', 'My My House Đà Lạt', 'Sunset Hill Dalat', 'H Flower Hotel Đà Lạt - An An Hotel cũ', 'Torino Hotel Dalat', 'Đông Đức Hostel Đà Lạt', 'Dalat ECO Hotel 2', 'Mega Sky Dalat Hotel', 'AM Memory Central Hotel 2', 'Hanah Hotel Dalat', 'VMT Hotel Da Lat', 'Khách sạn LiLac Đà Lạt', 'Thanh Thao Dalat Hotel', 'Tường Vy Dalat Central', 'ARTIS Hotel Da Lat', 'THIEN AN GUEST HOUSE', 'LE PHUONG Dalat', 'Sam Ha Phuong Boutique Da Lat', 'Thanh Hùng Dalat Hotel']"
51,"['Sweet Lavender Hotel', 'Moc Tra Hotel', 'Hoang Quan Hotel', 'Dalat ECO Hotel 2', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', '688 Hotel Đà Lạt', 'LE PHUONG Dalat', 'Hanah Hotel Dalat', 'Mỹ Lan hotel', 'THIEN AN GUEST HOUSE', 'Mai Khanh Hotel', 'Ngan Hoa - Mille Fleurs', 'Đông Đức Hostel Đà Lạt', 'Dalat Luxury Hotel', 'Cattleya', 'The Green House Da Lat', 'HOÀNG DIỆU DALAT', 'New Hampton Suits-Tam Xuan Centre Hotel', 'Tường Vy Dalat Central', 'Lasol Boutique Hotel', 'Dreamy Hotel Dalat', 'Persimmon Home Đà Lạt', 'Torino Hotel Dalat', 'Carita Hotel', 'Sunset Hill Dalat']"
52,"['Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'M Hotel Danang', 'Prague Da Nang Beach Hotel', 'Thè HEM Hotel and Apartment', 'Awaken Da Nang Hotel', 'TGT BEACH HOTEL', 'The Sail Hotel - My Khe Beach', 'Golden Rose Hotel', 'PĀMA Boutique Hotel & Bistro', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Nesta Hotel Da Nang', 'KOVA Diamond Hotel Da Nang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Rosamia Da Nang Hotel', 'Balcona Hotel Da Nang', 'voco Ma Belle Danang by IHG', 'Santori Hotel And Spa', 'Stella Maris Beach Danang', 'Leaf Beachfront Hotel Da Nang', 'Estrella Boutique Hotel', 'Maximilan Danang Beach Hotel', 'Sala Danang Beach Hotel', 'Fivitel Boutique Da Nang', 'Hilton Garden Inn Da Nang', 'Lucia Beach Hotel']"
53,"['Silent Night Dem Lanh Hotel', 'Da Lat Lemongrass - Đà Lạt Sả', 'Ngoc Phat Dalat Hotel', 'Colline Dalat', 'Hotel Du Lys', 'My Dream Hotel', 'Dalat Terrasse Des Roses Villa', 'Hanah Hotel Dalat', 'Quy Tai Premium Hotel', 'LE PHUONG Dalat', 'LaMay Homestay', 'ARTIS Hotel Da Lat', 'Thanh Do Hotel', 'Thanh Hùng Dalat Hotel', 'Tigon Flower House 2', 'Dalat ECO Hotel 2', 'Carita Hotel', 'KAT HOTEL - Bùi Thị Xuân', 'Pho Nui Hotel', 'Persimmon Home Đà Lạt', 'Dalat Luxury Hotel', 'Khách sạn Quỳnh An', 'Dalat Memory Inn', 'ALEX HOTEL Peony', 'Phuong Vy Luxury Hotel']"
54,"['Dalat ECO Hotel 2', 'Hanah Hotel Dalat', 'Torino Hotel Dalat', 'CaLi Nguyen', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'THIEN AN GUEST HOUSE', 'Feliz Dalat Homestay', 'Thanh Hùng Dalat Hotel', 'TTR Vincent Hotel', 'Dalat Eco Hotel', 'LE PHUONG Dalat', 'Thanh Do Hotel', 'TTG Hostel In Da Lat', 'Q-Center Dalat', 'Marigold Hotel Dalat', 'Dalat Luxury Hotel', 'HOÀNG DIỆU DALAT', 'TTR Moonstone Apart Hotel', 'ARTIS Hotel Da Lat', 'An An House - Homestay Da Lat', 'Carita Hotel', ""The Morris Boutique Hotel 2 - O'TEL"", 'Grand Center Da Lat by Lilly Hotel', 'Vanilla Dalat Hotel', 'LAM ANH Hotel']"
55,"['The Green House Da Lat', 'Greenview City Hotel', 'Larimar Villas Cô Giang', 'AN PHÚ Home', 'Q-Center Dalat', 'LE PHUONG Dalat', 'Phu Tho Da Lat Hotel', 'Carita Hotel', 'Dang Uyen 1 Hotel', 'Hanah Hotel Dalat', 'THIEN AN GUEST HOUSE', 'Dalat ECO Hotel 2', 'Tường Vy Dalat Central', 'Nhà nghỉ Nghĩa Nhân', 'Ngọc Khánh Hotel', 'Pho Nui Hotel', 'Khách Sạn Lối Về Đà Lạt', 'ALEX HOTEL Peony', 'Moc Tra Hotel', '688 Hotel Đà Lạt', 'Phuong Vy Luxury Hotel', 'Thanh Do Hotel', 'Mỹ Lan hotel', 'Grand Center Da Lat by Lilly Hotel', 'Sunset Hill Dalat']"
56,"['Hanah Hotel Dalat', 'Dalat ECO Hotel 2', 'LE PHUONG Dalat', 'Thanh Hùng Dalat Hotel', 'Torino Hotel Dalat', 'Feliz Dalat Homestay', ""Maison d'An - Boutique Hotel"", 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Silent Night Dem Lanh Hotel', 'THIEN AN GUEST HOUSE', 'The Note Dalat', 'MayMay Da Lat Apartments', 'Carita Hotel', 'The Green House Da Lat', 'Vanilla Dalat Hotel', 'TTR Midtown View Hotel', 'Lovely House', 'Phu Tho Da Lat Hotel', 'Thanh Do Hotel', 'ARTIS Hotel Da Lat', 'Dalat Memory Inn', 'Dalat Eco Hotel', 'Mỹ Lan hotel', 'Tường Vy Dalat Central', 'HOÀNG DIỆU DALAT']"
57,"['DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'LE PHUONG Dalat', 'Dalat ECO Hotel 2', 'Torino Hotel Dalat', 'Hanah Hotel Dalat', '688 Hotel Đà Lạt', 'Dalat Luxury Hotel', 'Cattleya', 'ARTIS Hotel Da Lat', 'Đông Đức Hostel Đà Lạt', 'TTG Hostel In Da Lat', 'Dalat Eco Hotel', 'Thanh Do Hotel', 'Mia House Dalat', 'CaLi Nguyen', 'THIEN AN GUEST HOUSE', 'Silent Night Dem Lanh Hotel', 'Thanh Hùng Dalat Hotel', 'Mỹ Lan hotel', 'Tường Vy Dalat Central', 'Nhà nghỉ Nghĩa Nhân', ""The Morris Boutique Hotel 2 - O'TEL"", 'AM Memory Central Hotel 2', 'Bee Luxury Dalat Hotel', 'Feliz Dalat Homestay']"
58,"['Risemount Premier Resort Da Nang', 'K House Apartment Danang Beach', 'Mercure Danang French Village Bana Hills', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Ocean Bliss Hotel - Free Sauna', 'Zenta Sea View Hotel', 'Leaf Beachfront Hotel Da Nang', 'Capecia Danang Hotel and Apartment', 'Coral Cove Hotel', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'KOVA Diamond Hotel Da Nang', 'Stella Maris Beach Danang', 'Lucia Beach Hotel', 'Maximilan Danang Beach Hotel', 'Lunar Hotel Danang', 'AN House Hotel & Apartment Da Nang', 'The Sail Hotel - My Khe Beach', 'M Hotel Danang', 'May Beach Hotel', 'Prague Da Nang Beach Hotel', 'Hotel Del Luna Boutique', 'Hummer Hotel & Apartment Da Nang Beach', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Balcona Hotel Da Nang', 'The Dream Suite']"
60,"['Dalat ECO Hotel 2', 'Torino Hotel Dalat', 'Moc Tra Hotel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'ARTIS Hotel Da Lat', 'Hostel-John Cafe and Beer', 'Green Meadow Hotel - Peaceful Central', 'Hanah Hotel Dalat', 'ALEX HOTEL - Tường Phương', 'Dalat Luxury Hotel', 'Cattleya', 'Thanh Hùng Dalat Hotel', 'Gia Pham Hotel', 'ALEX HOTEL Peony', 'Greenview City Hotel', ""The Morris Boutique Hotel 2 - O'TEL"", 'LE PHUONG Dalat', 'Dalat Eco Hotel', 'Phuong Anh Hotel', 'AM Memory Central Hotel 2', 'City Pass Da Lat', 'Pho Nui Hotel', 'Nature Hotel - Nam Ky Khoi Nghia', 'Lavender Tim', 'MOUNTIAN TOWN Hotel']"
63,"['Maison Fleur Luxury Hoi An', 'Serene Nature Boutique Resort & Spa', 'La Charm Hoi An Hotel & Spa', 'Paradise Hotel Hoi An', 'Hoi An Grace River Villa', 'Hoi An Odyssey Hotel & Spa', 'Amina Lantana Hoi An Hotel & Spa', 'Wafaifo Resort Hoi An', 'La Siesta Hoi An Resort & Spa', 'Roxana River Villa', 'Trendy Life Villa Hoi An', 'ENSO Retreat Hoi An - Rediscovery & Serenity', 'The Nam An Villa Hoi An', 'Villa Loan A HOI AN', 'Happy Life Memories Hoi An Hotel & Spa', 'Hoi An Blue Sky Boutique Hotel & Spa', 'Hoi An Discovery Villa', 'Santorin HoiAn Villa', 'Uptown Hoi An Hotel & Spa', 'My Son Boutique Hotel & Spa Hoi An', 'Qualia De Hôtel Hoi An - Rooftop Bar City View', 'Little Oasis - An Eco Friendly Hotel & Spa', 'Serenity Villa Hoi An', 'De An Hotel', 'Gia Huy Riverside Hotel Hoi An']"
64,"['Adela Hotel Dalat', 'The Note Dalat', 'Nature Hotel - Luong The Vinh', 'Torino Hotel Dalat', ""D'Mai Xanh Boutique Hotel Da Lat"", 'Uyen Phuong Dalat Center By HOS', 'Lacami Dalat Hotel', 'Mega Sky Dalat Hotel', 'Amia Dalat', 'Wisteria Hotel Dalat', 'Nice Dream Hotel', 'Khách sạn LiLac Đà Lạt', 'Bach Place Dalat', 'Otel Hotel Dalat', 'De La Sol Villa Dalat', 'Sunset Hill Dalat', 'Resort Hoa Sim Da Lat', 'Dalat Luxury Hotel', 'TALA Dalat Hotel', 'Dalat Memory Inn', 'Dallas Hotel Dalat', 'Ana Mandara Villas Dalat Resort & Spa', ""Adalia Villa With ValeyView - O'TEL"", 'Casanova Dalat Hotel', 'AM Memory Central Hotel 2']"
65,"['Dalat ECO Hotel 2', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Hanah Hotel Dalat', 'ARTIS Hotel Da Lat', 'Dalat Luxury Hotel', 'LE PHUONG Dalat', 'Cattleya', 'Torino Hotel Dalat', '688 Hotel Đà Lạt', 'Lasol Boutique Hotel', 'Carita Hotel', 'Thanh Hùng Dalat Hotel', 'THIEN AN GUEST HOUSE', 'Dalat Eco Hotel', 'Mia House Dalat', 'Tường Vy Dalat Central', 'ALEX HOTEL Peony', ""The Morris Boutique Hotel 2 - O'TEL"", 'Thanh Do Hotel', 'Dalat Memory Inn', 'TTG Hostel In Da Lat', 'Pho Nui Hotel', 'Dreamy Hotel Dalat', 'Bống Stay', 'Greenview City Hotel']"
66,"['M Hotel Danang', 'Sala Danang Beach Hotel', 'Coral Cove Hotel', 'Ocean Bliss Hotel - Free Sauna', 'Elites Hotel', 'Stella Maris Beach Danang', 'Capecia Danang Hotel and Apartment', 'voco Ma Belle Danang by IHG', 'TGT BEACH HOTEL', 'The Sail Hotel - My Khe Beach', 'Phú An Hotel', 'Maximilan Danang Beach Hotel', 'KOVA Diamond Hotel Da Nang', 'Lucia Beach Hotel', 'Leaf Beachfront Hotel Da Nang', 'Balcona Hotel Da Nang', 'Prague Da Nang Beach Hotel', 'Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Zen Lotus Hotel & Apartment', 'Dam Tien Hotel', 'Dylan Hotel Danang', 'Central Hotel & Spa Danang', 'LIVIE Da Nang An Thuong', 'CODI SEA Hotel & Travel']"
68,"['DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'LE PHUONG Dalat', 'Hanah Hotel Dalat', 'Torino Hotel Dalat', 'THIEN AN GUEST HOUSE', 'Thanh Hùng Dalat Hotel', 'ARTIS Hotel Da Lat', 'Tường Vy Dalat Central', '688 Hotel Đà Lạt', 'Dalat Luxury Hotel', 'Dalat Eco Hotel', 'Cattleya', 'Lasol Boutique Hotel', 'ALEX HOTEL Peony', 'Dalat Memory Inn', 'Phu Tho Da Lat Hotel', 'Carita Hotel', 'Thanh Do Hotel', 'Mia House Dalat', 'Đông Đức Hostel Đà Lạt', 'Greenview City Hotel', 'Lovely House', 'Hotel Làng Kò Hơ', 'HOÀNG DIỆU DALAT']"
69,"['Dalat ECO Hotel 2', 'Torino Hotel Dalat', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat Eco Hotel', 'Hanah Hotel Dalat', 'LE PHUONG Dalat', 'THIEN AN GUEST HOUSE', 'Lovely House', 'Dalat Memory Inn', 'ARTIS Hotel Da Lat', 'Thanh Hùng Dalat Hotel', 'Lasol Boutique Hotel', 'Carita Hotel', 'Dalat Luxury Hotel', '688 Hotel Đà Lạt', 'HOÀNG DIỆU DALAT', 'Tường Vy Dalat Central', 'Phu Tho Da Lat Hotel', 'Greenview City Hotel', 'Thanh Do Hotel', 'Pho Nui Hotel', 'The Note Dalat', 'Cattleya', 'Dalat Paradise Hotel', 'Diamond Hotel']"
70,"['Trường Hải Hotel', 'Pavillon Boutique Hotel & Apartment Nha Trang', 'Seana Hotel', 'Emmie Nha Trang Hotel', 'December Hotel', 'Golden Nha Trang Hotel', 'Mojzo Inn Boutique Hotel', 'Berlin Haus Nha Trang Hotel', 'Navy Hotel Nha Trang', 'Golden Rain 2 Hotel Nha Trang Beach', 'Saphia Hotel Nha Trang', 'Prague Nha Trang Hotel', 'Mercure Nha Trang Beach', 'Hermes Hotel Nha Trang', 'Seven Seas Hotel Nha Trang', 'Khách sạn Golden Beach Nha Trang', 'Atlantic Nha Trang Hotel', 'Iconique Hotel Nha Trang', 'StarLight Nha Trang', 'Maika Hotel Nha Trang', 'Larosa Hotel Nha Trang', 'Nalicas Nha Trang Hotel', 'FUSE Nha Trang', 'GIS Hotel Nha Trang & Motorbike Rental', 'Chiic House Nha Trang Hotel']"
71,"['Dalat ECO Hotel 2', 'Moc Thach Hostel Dalat', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Cosy Hotel & Apartment Dalat', 'Gia Pham Hotel', 'Da Lat Lemongrass - Đà Lạt Sả', 'Hanah Hotel Dalat', 'ARTIS Hotel Da Lat', 'ALEX HOTEL Peony', 'Hai Long Vuong Hotel', 'Torino Hotel Dalat', 'ÉTÉ Dalat', 'Gia Nguyễn Hotel Dalat', 'Bống Stay', ""The Morris Boutique Hotel 2 - O'TEL"", 'Dalat Roof Hotel', 'LE PHUONG Dalat', 'Soda Hotel Đà Lạt', 'Mia House Dalat', 'Cattleya', 'Thanh Hùng Dalat Hotel', 'Lavender Tim', '688 Hotel Đà Lạt', 'Lasol Boutique Hotel', 'Cherry Suites Dalat']"
72,"['The Sail Hotel - My Khe Beach', 'JBAY Beachfront Boutique Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Bella Merry Hotel and Apartment - 100M To The My Khe Beach', 'Prague Da Nang Beach Hotel', 'Maximilan Danang Beach Hotel', 'KOVA Diamond Hotel Da Nang', 'Thè HEM Hotel and Apartment', 'voco Ma Belle Danang by IHG', 'Balcona Hotel Da Nang', 'Golden Rose Hotel', 'Nesta Hotel Da Nang', 'TGT BEACH HOTEL', 'Stella Maris Beach Danang', 'Ritzy Boutique Hotel Da Nang Beach', 'Leaf Beachfront Hotel Da Nang', 'White Sand Boutique Hotel', 'Minh Toan SAFI Ocean Hotel', 'Mangata Beachfront Hotel - Rooftop Bar Sea View', 'Capecia Danang Hotel and Apartment', 'DAO NGOC BEACH Hotel Da Nang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Dylan Hotel Danang', 'Lucia Beach Hotel', 'Hilton Garden Inn Da Nang']"
73,"['DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'CaLi Nguyen', 'Carita Hotel', 'BIDV Central Da Lat Hotel', 'Mylan Hotel Đà Lạt by HOFs', 'Moc Thach Hostel Dalat', 'Hanah Hotel Dalat', 'ALEX HOTEL Peony', 'Bách Thảo Hotel', 'ARTIS Hotel Da Lat', 'Lasol Boutique Hotel', 'Thanh Thanh 5 Dalat Hotel - KS Gần Chợ Đêm Giá Rẻ', '688 Hotel Đà Lạt', 'Cherry Hotel 2 Da Lat', 'LE PHUONG Dalat', 'Dalat Eco Hotel', 'THIEN AN GUEST HOUSE', 'Da Lat Lemongrass - Đà Lạt Sả', ""The Morris Boutique Hotel 2 - O'TEL"", 'Lavender Tim', 'Nụ Cười Xinh', 'Hawaii Hotel Dalat', 'New Hampton Suits-Tam Xuan Centre Hotel', 'Soda Hotel Đà Lạt']"
75,"['Khách sạn Trí Đức', 'Silent Night Dem Lanh Hotel', 'Starview Villa Dalat', 'Nấm Home', 'An Garden Dalat', 'LE PHUONG Dalat', 'Dalat ECO Hotel 2', 'Khách sạn Quỳnh An', 'Maxim Hotel', 'My Dream Hotel', 'Khách Sạn Mỹ Hằng', 'VMT Hotel Da Lat', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Hanah Hotel Dalat', ""Mooka 's Home (Backpackers)"", 'ALEX HOTEL Peony', 'Carita Hotel', 'KAT HOTEL - Bùi Thị Xuân', 'Phuong Vy Luxury Hotel', 'Sunset Hill Dalat', 'ARTIS Hotel Da Lat', 'Dalat Eco Hotel', 'Dreamy Hotel Dalat', 'Thanh Do Hotel', 'Thanh Thao Dalat Hotel']"
77,"['Stella Maris Beach Danang', 'Coral Cove Hotel', 'The Sail Hotel - My Khe Beach', 'KOVA Diamond Hotel Da Nang', 'Balcona Hotel Da Nang', 'Maximilan Danang Beach Hotel', 'Lucia Beach Hotel', 'Leaf Beachfront Hotel Da Nang', 'M Hotel Danang', 'Sala Danang Beach Hotel', 'Nesta Hotel Da Nang', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'voco Ma Belle Danang by IHG', 'Prague Da Nang Beach Hotel', 'Cosmos Hotel Danang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Estrella Boutique Hotel', 'Capecia Danang Hotel and Apartment', 'Thè HEM Hotel and Apartment', 'May Beach Hotel', 'Zen Lotus Hotel & Apartment', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Phuc Thanh Luxury Hotel by THG']"
78,"['Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Hilton Garden Inn Da Nang', 'Le Sands Oceanfront Danang Hotel', 'Prince Hotel Da Nang', 'Prague Da Nang Beach Hotel', 'The Sail Hotel - My Khe Beach', 'Everland Hotel', 'JBAY Beachfront Boutique Hotel', 'Balcona Hotel Da Nang', 'TGT BEACH HOTEL', 'Thè HEM Hotel and Apartment', 'Capecia Danang Hotel and Apartment', 'Maximilan Danang Beach Hotel', 'Nesta Hotel Da Nang', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Estrella Boutique Hotel', 'Leaf Beachfront Hotel Da Nang', 'Stella Maris Beach Danang', 'voco Ma Belle Danang by IHG', 'Nagila Boutique Hotel', 'KOVA Diamond Hotel Da Nang', 'Sofiana My Khe Hotel & Spa - Rooftop Pool Bar - Free 01 Draught Beer and 20-minute Spa per Room', 'Caro Premium Danang Hotel', 'White Sand Boutique Hotel']"
79,"['688 Hotel Đà Lạt', 'Dalat ECO Hotel 2', 'Dalat Luxury Hotel', 'Cattleya', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Hanah Hotel Dalat', 'Torino Hotel Dalat', 'LE PHUONG Dalat', 'AM Memory Central Hotel 2', 'Thanh Hùng Dalat Hotel', 'ARTIS Hotel Da Lat', 'THIEN AN GUEST HOUSE', 'Mia House Dalat', 'Sunset Hill Dalat', 'Marigold Hotel Dalat', 'H Flower Hotel Đà Lạt - An An Hotel cũ', 'Pho Nui Hotel', 'Tường Vy Dalat Central', 'ALEX HOTEL Peony', 'Dreamy Hotel Dalat', 'HOÀNG DIỆU DALAT', 'Greenview City Hotel', 'Đông Đức Hostel Đà Lạt', 'TTG Hostel In Da Lat', 'Lasol Boutique Hotel']"
80,"['DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'THIEN AN GUEST HOUSE', 'ARTIS Hotel Da Lat', 'Torino Hotel Dalat', ""The Morris Boutique Hotel 2 - O'TEL"", 'Anh Quan Khoi Hotel', 'Cattleya', 'ALEX HOTEL Peony', '688 Hotel Đà Lạt', 'Moc Tra Hotel', 'Dalat Eco Hotel', 'Carita Hotel', 'Dalat Luxury Hotel', 'Hanah Hotel Dalat', 'LE PHUONG Dalat', 'Lasol Boutique Hotel', 'Casanova Dalat Hotel', 'Phuong Anh Hotel', 'Minh Uyen Homestay', 'Hostel-John Cafe and Beer', 'Dalat Roof Hotel', 'Dan Chi Hotel', 'Lacami Dalat Hotel', 'Free Style Hotel Dalat']"
